Elizabeth Branch,10001484
Betty Branch,10001484
Elizabeth Branch,10001484
Elizabeth Plantagenet,10050603
Elizabeth de la Pole,10050603
Thomas Brasbridge,10001493
Thomas Brasbridge,10001493
John Partridge,10009392
John Partridge,10009392
Richard Gough,10005059
Richard Gough,10005059
Thomas Caius,10001931
Thomas Kay,10001931
Thomas Key,10001931
Thomas Caius,10001931
John Brandon,10001490
John Brandon,10001490
Mary Arundell,10000317
Mary Arundell,10000317
Richard Elyot,10003966
Sir Richard,10003966
Sir Richard Elyot,10003966
Sir Elyot,10003966
Richard Elyot,10003966
Rowland Watkyns,10012583
Rowland Watkyns,10012583
Henry Savile,10010731
Sir Henry,10010731
Sir Henry Savile,10010731
Sir Savile,10010731
Henry Savile,10010731
Richard Bridge,10001540
Richard Bridges,10001540
Richard Bridge,10001540
Margaret Finch,10050467
Robert Gough,10005060
Robert Goughe,10005060
Robert Gough,10005060
Alan Brodrick,10001574
Sir Alan,10001574
Sir Alan Brodrick,10001574
Sir Brodrick,10001574
Alan Brodrick,10001574
Thomas Brinknell,10001561
Thomas Brinknell,10001561
James Brome,10001583
James Brome,10001583
Gervase Markham,10007973
Gervase Markham,10007973
John Brograve,10001576
Sir John,10001576
Sir John Brograve,10001576
Sir Brograve,10001576
John Brograve,10001576
Richard Reynell,10010213
Sir Richard,10010213
Sir Richard Reynell,10010213
Sir Reynell,10010213
Richard Reynell,10010213
Andrew Brice,10001535
Andrew Brice,10001535
John Stoakes,10011588
John Stokes,10011588
John Stoakes,10011588
Giles Strangways,10011635
Giles Strangways,10011635
Levinius Brown,10001631
Levinius Brown,10001631
David Browne,10001638
David Browne,10001638
Sir William Sidney,10050013
Sir William,10050013
William Sidney,10050013
Augustine Phillips,10009671
Augustine Phillips,10009671
Thomas Englefield,10003976
Sir Thomas,10003976
Sir Thomas Englefield,10003976
Sir Englefield,10003976
Thomas Englefield,10003976
George Newton,10008810
George Newton,10008810
Joseph Browne,10001651
Joseph Browne,10001651
George von Browne,10001642
George von,10001642
George von Browne,10001642
Henton Brown,10001627
Henton Brown,10001627
John Brownswerd,10001676
John Brownswerd,10001676
John Massey,10008068
John Massey,10008068
Robert Brudenell,10001693
Sir Robert,10001693
